sample_id,class,class_name,orig_fLength,orig_fWidth,orig_fSize,orig_fConc,orig_fConc1,orig_fAsym,orig_fM3Long,orig_fM3Trans,orig_fAlpha,orig_fDist,rec_fLength,rec_fWidth,rec_fSize,rec_fConc,rec_fConc1,rec_fAsym,rec_fM3Long,rec_fM3Trans,rec_fAlpha,rec_fDist,error_fLength,error_fWidth,error_fSize,error_fConc,error_fConc1,error_fAsym,error_fM3Long,error_fM3Trans,error_fAlpha,error_fDist,mse_total
823,1.0,Сигнал,-0.035979103,0.15164775,0.6028292,-1.0719383,-1.0727677,0.5018755,0.6420436,-0.53610873,-0.9539807,-0.4475559,0.12421539,0.1863215,0.35846314,-0.5719947,-0.56904155,0.27431422,0.0596867,-0.08372458,-0.21314119,0.10730754,0.16019449,0.03467375,0.24436608,0.49994355,0.5037262,0.2275613,0.58235687,0.45238414,0.7408395,0.55486345,0.20425546
824,1.0,Сигнал,0.4704894,0.5560449,2.184639,-1.246187,-1.2257855,0.19823034,1.0274842,0.981283,-0.881856,0.6660967,0.9766197,1.0418911,1.0448625,-0.99207646,-1.0198034,-0.20999025,-0.033593092,-0.047714405,-0.041290198,0.6402228,0.50613034,0.48584622,1.1397765,0.25411052,0.20598209,0.4082206,1.0610772,1.0289974,0.8405658,0.0258739,0.495689
825,0.0,Фон,0.1903097,1.1544564,1.1240329,-1.2516323,-1.0421642,0.12458468,0.5159682,0.71682,-0.68452686,0.9038289,0.7765902,0.82529616,0.86636287,-0.80602366,-0.8747746,-0.17337598,0.0013914965,-0.037787832,-0.111589834,0.5535305,0.5862805,0.3291602,0.25767,0.44560868,0.16738963,0.29796067,0.51457673,0.75460786,0.572937,0.3502984,0.21190202
826,0.0,Фон,-0.61258477,-0.60995936,-0.5642183,0.7712864,0.6599333,-0.18936329,0.19917785,-0.2402219,-0.24046335,0.42300332,-0.5565504,-0.48231164,-0.48367867,0.5893143,0.54459035,0.17774045,-0.009273592,0.0069827875,0.19447333,-0.33043498,0.056034386,0.12764773,0.080539614,0.18197215,0.115342975,0.36710376,0.20845143,0.24720469,0.43493667,0.7534383,0.10685048
827,0.0,Фон,0.24485792,-0.12564906,0.064484924,-0.63522744,-0.6587197,-0.7766538,-0.9993352,0.5201846,-0.3482173,-0.26209423,0.33161113,0.2037377,0.30035132,-0.41898733,-0.40722284,-0.25488216,-0.022342194,0.062204577,-0.4267859,0.08765596,0.086753204,0.32938677,0.2358664,0.21624011,0.25149688,0.52177167,0.976993,0.45798,0.07856858,0.3497502,0.18466702
828,1.0,Сигнал,-0.8264909,-0.5206088,-0.82259816,0.89434963,1.0442779,0.08862394,-0.36840478,-0.46713263,1.2365819,-0.46729425,-0.70567226,-0.51586527,-0.96680385,1.244386,1.202987,0.24656294,-0.07921773,-0.04260794,0.9467692,-0.52266085,0.120818615,0.0047435164,0.14420569,0.35003632,0.15870905,0.157939,0.28918704,0.4245247,0.28981274,0.055366606,0.05589809
829,1.0,Сигнал,0.99098396,0.51714087,2.355834,-1.3088076,-1.2932934,1.0405033,1.3980247,-0.4642566,-0.98643714,1.3694161,1.0566418,1.2514032,1.195477,-1.2480822,-1.1930124,0.040033653,0.013680469,-0.14047542,0.17336537,0.7502607,0.065657854,0.73426235,1.160357,0.06072545,0.100281,1.0004696,1.3843442,0.3237812,1.1598026,0.6191554,0.6654302
830,1.0,Сигнал,0.9289853,0.95933175,2.0640192,-1.3431128,-1.3301976,0.37758228,0.92836046,1.0834007,-0.8677622,2.2103424,1.3777267,1.4180651,1.4010296,-1.2210464,-1.1932381,-0.49204284,-0.13293822,-0.02711039,0.07478991,0.8524399,0.44874138,0.45873332,0.6629896,0.12206638,0.13695943,0.8696251,1.0612987,1.1105111,0.9425521,1.3579025,0.67331594
831,1.0,Сигнал,-0.4338737,-0.61991894,-0.7500148,0.3008149,0.118070446,0.7782367,0.3283785,0.43056008,-0.6120573,-1.3544238,-0.5649934,-0.6288581,-0.41979903,0.26520163,0.35482123,0.309413,-0.07450347,0.07808685,-0.111124694,-0.4787133,0.13111967,0.008939147,0.33021575,0.03561327,0.23675078,0.4688237,0.40288198,0.35247323,0.50093263,0.8757105,0.17077832
832,0.0,Фон,0.14527136,-0.71491444,0.10553791,0.023106012,-0.17806391,-1.5044084,0.55597854,-0.4299954,-0.70227635,0.994267,0.24798098,0.19019267,0.33112827,-0.2954032,-0.4135745,-0.22983514,0.0512388,0.027932957,-0.39273784,0.24646564,0.10270962,0.90510714,0.22559036,0.31850922,0.23551057,1.2745732,0.50473976,0.45792836,0.3095385,0.74780136,0.37815908
833,1.0,Сигнал,-0.7863233,-0.4167915,-0.9182474,0.8878153,1.3701158,0.38477004,0.18433079,-0.097323574,0.9759721,-0.46709365,-0.72838867,-0.5507254,-1.0119586,1.3332851,1.2593033,0.19049793,-0.08822565,-0.03570336,0.9011889,-0.5225673,0.05793464,0.1339339,0.0937112,0.4454698,0.110812426,0.1942721,0.27255642,0.061620213,0.074783206,0.055473626,0.03652948
834,1.0,Сигнал,-0.6330516,-0.6207544,-0.90343446,0.8186603,1.173893,0.20336227,0.12903367,-0.49106243,0.6393752,-0.83980894,-0.7349627,-0.6151531,-0.95625716,1.1866812,1.1509486,0.20511071,-0.107490495,-0.010764995,0.7037659,-0.5543961,0.10191113,0.0056013465,0.05282271,0.36802083,0.022944331,0.0017484426,0.23652416,0.48029745,0.06439072,0.28541285,0.05214123
835,1.0,Сигнал,-0.35919207,-0.3358505,-0.10840317,-0.16856758,0.16127546,0.25915024,-0.49751708,-0.46388024,-0.74569213,0.43996146,-0.26681107,-0.3089379,-0.06853564,-0.14019004,-0.12568855,0.20668903,0.037796255,0.023924254,-0.30998218,-0.17167537,0.092381,0.0269126,0.039867528,0.028377548,0.286964,0.052461207,0.5353133,0.4878045,0.43570995,0.6116368,0.11852101
836,0.0,Фон,-0.9089185,-0.67916536,-0.7341438,1.021769,0.68513626,-0.15155484,-0.29844514,0.36784273,2.1497927,-0.6135052,-0.7123157,-0.48835942,-1.0324805,1.3132392,1.2862383,0.285145,-0.08870931,-0.06577567,1.1240878,-0.5576136,0.19660282,0.19080594,0.29833668,0.29147017,0.60110205,0.43669987,0.20973583,0.4336184,1.0257049,0.055891573,0.2088258
837,0.0,Фон,2.9957457,6.8356333,1.5593215,-1.2227724,-1.1789801,-2.1112096,-4.29099,-6.1395974,1.9364461,1.1830785,3.1044621,2.9533496,2.7418985,-2.2512302,-1.9850267,-1.548351,-0.54975194,0.050061665,0.33251047,1.5488029,0.10871649,3.8822837,1.182577,1.0284579,0.8060466,0.5628586,3.7412379,6.189659,1.6039356,0.36572433,7.352178
838,1.0,Сигнал,-0.7755319,-0.5134139,-0.9070319,0.8959832,0.60952747,-0.118382566,-0.32762688,0.3659656,-0.056281514,-0.0022927702,-0.6712208,-0.63356614,-0.6922336,0.8161583,0.7959334,0.16680574,-0.079330534,0.0403667,0.23307025,-0.4654934,0.10431111,0.120152235,0.21479827,0.079824924,0.18640596,0.28518832,0.24829635,0.3255989,0.28935176,0.46320063,0.065985225
839,0.0,Фон,1.4667404,2.1942286,0.9873307,-1.0414448,-1.0547657,1.5495982,1.9825078,-0.41178867,1.8081913,-1.0773379,0.7482405,0.9267982,0.8701845,-1.1388973,-0.91391593,0.542698,0.09196973,-0.24101159,0.2679826,0.45457307,0.7184999,1.2674304,0.117146194,0.09745252,0.14084977,1.0069002,1.8905381,0.17077708,1.5402087,1.5319109,1.1501822
840,1.0,Сигнал,-0.47643647,-0.39741644,-0.73012316,0.051965956,-0.04484846,-0.27272627,-0.5971061,0.62537146,-0.8339186,0.034950677,-0.35566443,-0.4849539,-0.21449141,0.03724251,0.127937,0.14582108,-0.010741148,0.100078374,-0.35993013,-0.28133428,0.120772034,0.08753747,0.51563174,0.014723446,0.17278546,0.41854733,0.5863649,0.5252931,0.47398844,0.31628495,0.14378361
841,1.0,Сигнал,-0.287868,-0.7927829,-0.8534937,0.5012009,0.66893435,-0.7995809,-0.4168074,0.21237873,-0.6388732,-0.4751174,-0.5588092,-0.7020422,-0.4064947,0.25010154,0.3736734,0.24360538,-0.09831709,0.13290323,-0.29120326,-0.46933374,0.27094123,0.09074068,0.44699898,0.25109938,0.29526094,1.0431862,0.31849033,0.07947549,0.34766996,0.0057836473,0.17485788
842,0.0,Фон,2.0273788,2.9472778,0.17579353,-0.6749779,-0.70732534,2.5703874,-1.1445452,1.7694845,1.708607,1.169251,0.8679013,1.0343658,0.9579007,-1.1377246,-0.9743309,0.37739027,0.09174405,-0.21147752,0.23509452,0.56289995,1.1594775,1.912912,0.7821072,0.46274674,0.26700556,2.192997,1.2362893,1.980962,1.4735124,0.606351,1.8701499
843,1.0,Сигнал,-0.6945253,-0.13471824,-0.113693506,-0.056394964,-0.2527726,0.18415265,0.117288336,-0.38715437,0.39052948,-1.4208655,-0.37643266,-0.32522792,-0.18518044,-0.030442856,0.043289006,0.366714,0.01198351,-0.036126293,0.08285238,-0.3262491,0.31809264,0.19050968,0.071486935,0.025952108,0.2960616,0.18256135,0.10530482,0.35102808,0.3076771,1.0946164,0.16914019
844,0.0,Фон,0.35937846,0.01108107,0.3006454,-0.7468555,-0.6398175,1.8319509,-1.2966691,0.7262105,2.1907907,0.23174585,0.16925374,0.33095905,0.28338087,-0.6029872,-0.3674693,0.6090182,0.069284156,-0.2083021,0.42190537,-0.022988029,0.19012472,0.31987798,0.017264545,0.14386833,0.27234817,1.2229327,1.3659533,0.93451256,1.7688853,0.2547339,0.766219
845,0.0,Фон,-0.5505979,-0.70463604,-0.4438103,0.84153044,0.77964723,0.46882507,0.19682407,0.3770257,0.6003278,-0.72490925,-0.68596995,-0.57787097,-0.8160124,0.98168445,0.97429615,0.24557467,-0.080769956,-0.0029940838,0.5988429,-0.5103605,0.13537204,0.12676507,0.37220207,0.140154,0.19464892,0.2232504,0.27759403,0.38001978,0.0014848709,0.21454877,0.05478083
846,1.0,Сигнал,0.27710924,-0.05171058,0.80957544,-0.696759,-0.7667322,0.46782002,1.1546569,-0.7611761,-0.9248197,0.5012092,0.23522338,0.3351914,0.48306632,-0.6194687,-0.6487717,0.24111265,0.08782238,-0.10211072,-0.15271217,0.23074527,0.041885853,0.38690197,0.32650912,0.0772903,0.11796051,0.22670737,1.0668344,0.65906537,0.77210754,0.27046394,0.2571144
847,0.0,Фон,-0.25288334,-0.83997005,-0.6628301,0.96949434,1.1099856,1.1181083,0.35639417,0.16030647,0.61045176,-0.3691026,-0.7037798,-0.5599992,-0.9399923,1.1788932,1.1539766,0.26637906,-0.093535304,-0.026570886,0.83317226,-0.54373,0.45089647,0.27997082,0.2771622,0.20939887,0.04399097,0.8517292,0.44992948,0.18687735,0.2227205,0.17462742,0.14471947
848,1.0,Сигнал,-0.89420444,-0.5587268,-0.62537456,1.4132841,1.0001729,0.03508468,-0.12201381,0.15929794,-0.8478208,-0.53070843,-0.72536623,-0.76594836,-0.7606512,0.8095836,0.83340806,0.16413338,-0.14991331,0.077441655,0.06514299,-0.5769181,0.1688382,0.20722157,0.13527662,0.60370046,0.1667648,0.1290487,0.027899504,0.08185629,0.9129638,0.046209693,0.1341782
849,1.0,Сигнал,1.6172386,-0.33409712,-0.6092919,0.7053987,0.94886684,-2.3027647,0.7285386,0.4949278,-0.99157196,0.68608916,0.4409601,0.22102943,0.34025663,-0.24582699,-0.30324164,-0.47687316,-0.04065572,0.11865442,-0.4603034,0.1780923,1.1762786,0.55512655,0.94954854,0.95122564,1.2521085,1.8258915,0.7691943,0.37627336,0.5312686,0.50799686,0.9673473
850,1.0,Сигнал,-0.29296103,-0.33484465,-0.10903801,-0.41414937,-0.26087353,0.16486856,0.013733852,-0.15455432,-0.6027841,-0.11196369,-0.29506028,-0.31900325,-0.08092485,-0.11458654,-0.10656199,0.21755919,0.044258323,0.02245785,-0.27481598,-0.1831482,0.0020992458,0.015841395,0.028113157,0.29956284,0.15431154,0.052690625,0.03052447,0.17701218,0.32796812,0.071184516,0.026226733
851,1.0,Сигнал,0.23941019,-0.24768165,-0.03349205,-0.27529493,-0.40759054,1.0170145,0.64769536,1.0123208,-0.6250093,1.325941,0.01258523,0.057518773,0.25141445,-0.38713488,-0.38950545,0.29857105,0.1064422,-0.078904405,-0.13891824,0.04472144,0.22682497,0.30520043,0.2849065,0.11183995,0.018085092,0.71844345,0.54125315,1.0912251,0.48609108,1.2812195,0.41162997
852,1.0,Сигнал,0.0052217087,-0.0081071,0.22425298,-0.89986765,-0.93865216,1.0553592,0.79183733,-0.76378673,-0.42464137,-0.34878388,0.0150702,0.08660119,0.24069539,-0.477836,-0.4027411,0.39835984,0.08255309,-0.104946814,-0.012835745,-0.016546391,0.009848491,0.09470829,0.016442403,0.42203164,0.5359111,0.6569994,0.70928425,0.65883994,0.41180563,0.33223748,0.21234164
853,1.0,Сигнал,1.1226634,-0.30410838,0.25028142,-0.26331532,-0.034947313,-1.797118,1.2500311,-0.7158596,-1.0435712,0.48763573,0.62589145,0.499137,0.5764793,-0.40173012,-0.536565,-0.53218204,-0.02581117,0.074310265,-0.38794205,0.42167062,0.49677193,0.8032454,0.3261979,0.1384148,0.50161767,1.264936,1.2758423,0.79016984,0.65562916,0.065965116,0.55555755
854,0.0,Фон,-0.36298704,-0.8832712,-0.38477018,1.290221,1.0181749,0.748127,0.41232538,0.20542997,0.35012558,-0.07229975,-0.6864601,-0.5434114,-0.88802296,1.1332628,1.0945129,0.24353148,-0.07644515,-0.022486366,0.76906264,-0.5040313,0.32347304,0.33985984,0.50325274,0.15695822,0.07633805,0.5045955,0.48877054,0.22791633,0.41893706,0.43173155,0.14112258
855,1.0,Сигнал,0.16973886,-0.32578096,-0.36297402,-0.079809636,0.051462714,0.8890512,0.96942496,0.5110547,-0.9415652,-0.11586857,-0.30414683,-0.3261465,-0.07217248,-0.08499148,-0.08694942,0.26308936,0.04385453,0.010108779,-0.22536561,-0.20698705,0.4738857,0.0003655553,0.29080153,0.0051818416,0.13841213,0.62596184,0.9255704,0.5009459,0.71619964,0.091118485,0.23490183
856,1.0,Сигнал,0.30270693,-0.09957382,0.29323894,-0.5350344,-0.59031177,-0.78630686,-1.0663954,-0.60112786,-0.84952223,1.1600906,0.6566449,0.54542625,0.60189444,-0.505628,-0.59493923,-0.4623232,-0.0327175,0.05857276,-0.36788842,0.39362583,0.35393795,0.6450001,0.3086555,0.029406428,0.004627466,0.32398367,1.0336779,0.65970063,0.4816338,0.7664647,0.3065551
857,0.0,Фон,-0.6510641,-0.803468,-0.16342264,0.6177298,0.71213937,0.34018672,0.027018273,0.05315565,0.84177405,-1.3340516,-0.6877897,-0.58053184,-0.82240623,0.94079214,0.9656561,0.28697973,-0.09347756,-0.008471766,0.63256747,-0.54579306,0.03672558,0.22293615,0.6589836,0.32306236,0.25351673,0.05320698,0.12049583,0.061627414,0.20920658,0.78825855,0.13402157
858,0.0,Фон,-0.5101585,-0.5366969,-0.4882491,0.7571287,0.510516,0.35385832,0.018355032,-0.2408637,2.0169358,0.09461374,-0.5363139,-0.302344,-0.7239174,0.895493,0.8723695,0.33945394,-0.028123576,-0.11074079,0.9917154,-0.42429075,0.026155412,0.23435292,0.23566833,0.13836426,0.36185354,0.014404386,0.046478607,0.1301229,1.0252204,0.5189045,0.1600866
859,0.0,Фон,0.022364084,-0.42786136,0.027664201,-0.11520391,0.08116616,-0.7668197,-0.9376698,0.29503518,0.042245135,-1.1162128,-0.3279633,-0.43357816,-0.20669131,-0.1534357,-0.04998654,0.21718268,-0.023788188,0.07415189,-0.3788375,-0.35352328,0.35032737,0.0057168007,0.23435551,0.038231798,0.1311527,0.9840024,0.9138816,0.2208833,0.42108262,0.7626896,0.2807583
860,0.0,Фон,-0.8362183,-0.6508586,-0.95041263,1.8173233,2.0559952,-0.049388293,0.077164166,-0.26913646,1.6740736,-1.1248517,-0.89877665,-0.6714875,-1.400603,1.8594254,1.7972842,0.1637376,-0.13626146,-0.055381685,1.2873952,-0.6680058,0.06255835,0.02062893,0.45019042,0.0421021,0.25871098,0.21312588,0.21342564,0.21375477,0.38667834,0.45684588,0.07706071
861,1.0,Сигнал,-0.73182476,-0.647874,-1.3564986,0.95315856,0.74274296,-0.32679176,-0.57171905,-0.51709133,-0.28074846,0.34910616,-0.65766746,-0.64741373,-0.6336182,0.6919791,0.7071296,0.20490107,-0.08459714,0.05223105,0.14684215,-0.4784932,0.0741573,0.00046026707,0.7228804,0.26117945,0.035613358,0.53169286,0.4871219,0.5693224,0.4275906,0.8275994,0.23094063
862,1.0,Сигнал,-0.6868337,-0.33554268,-0.91443837,0.8540546,1.0298762,0.07051413,0.033043083,-0.47531673,2.1688297,-0.48010546,-0.6690232,-0.4324438,-0.97180516,1.2534829,1.2136186,0.2885781,-0.070183605,-0.08076719,1.1265118,-0.5157683,0.017810464,0.09690112,0.05736679,0.39942837,0.1837424,0.21806397,0.10322669,0.39454955,1.0423179,0.03566283,0.15078776
863,0.0,Фон,1.7315842,4.847583,2.6127326,-1.4133569,-1.2770915,-0.9941932,1.0221622,3.387696,0.83868164,2.403345,2.5511758,2.4934292,2.3359647,-1.9516695,-1.736499,-1.1544394,-0.410186,0.026144944,0.32773063,1.332066,0.81959164,2.3541536,0.27676797,0.53831255,0.45940745,0.16024625,1.4323483,3.361551,0.51095104,1.071279,2.157724
864,0.0,Фон,1.8020926,3.0139995,3.1705453,-1.796704,-1.6938398,0.59787464,2.0303686,2.711022,0.840475,-0.23900597,1.887461,2.019578,1.8586531,-1.798462,-1.6105043,-0.39004934,-0.19262514,-0.08716769,0.34234324,1.0453135,0.085368395,0.9944215,1.3118923,0.0017579794,0.08333552,0.987924,2.2229936,2.7981896,0.49813178,1.2843194,1.8369343
865,1.0,Сигнал,-0.9550587,-0.5893091,-0.896028,1.9387529,1.3989191,0.32520378,-0.26708236,0.5596092,-0.13816226,-1.0700898,-0.88166803,-0.86426115,-1.1951088,1.4251215,1.3993273,0.13157627,-0.21573845,0.030111164,0.53224474,-0.7295749,0.07339066,0.27495205,0.2990808,0.51363134,0.0004081726,0.1936275,0.051343918,0.529498,0.670407,0.3405149,0.13201432
866,0.0,Фон,3.3254373,1.5977465,0.3673036,-0.45662248,-0.5390058,-4.469727,2.862083,1.3665675,-0.29780823,1.0099814,2.2734337,1.8647674,1.7580078,-1.169693,-1.099385,-1.7000878,-0.4596644,0.2385735,-0.1632262,1.0207739,1.0520036,0.26702094,1.3907042,0.7130705,0.5603792,2.7696393,3.3217473,1.127994,0.13458203,0.010792494,2.393007
867,1.0,Сигнал,-0.42401627,-0.52579194,-0.32911587,0.091716446,-0.09705452,0.5469123,-0.54489696,-0.49365374,-0.8317995,0.005155919,-0.3630427,-0.4255237,-0.17390902,-0.07708787,-0.02958885,0.25691372,0.00049633905,0.05062085,-0.29162058,-0.2943597,0.060973555,0.100268245,0.15520684,0.16880432,0.06746567,0.2899986,0.5453933,0.54427457,0.5401789,0.29951563,0.11301979
868,0.0,Фон,3.008242,1.6719708,0.5452704,-0.9848139,-1.0970706,-1.5869727,-4.4788938,-0.8876725,0.22531188,-0.10549122,2.3919272,1.8866127,1.6737261,-1.2285683,-1.1284462,-1.6640443,-0.48759976,0.2610501,-0.302375,0.87399036,0.61631465,0.21464181,1.1284556,0.24375439,0.031375647,0.07707155,3.991294,1.1487226,0.52768683,0.9794816,2.0253496
869,1.0,Сигнал,-0.7025172,-1.2180171,-1.3124831,1.8973688,1.458326,0.1121804,-0.4528601,-0.005875018,0.4900103,-0.4501101,-0.91135573,-0.81940526,-1.3271244,1.647063,1.612755,0.15052113,-0.20517497,-0.0046438063,0.85513455,-0.7424742,0.20883852,0.39861184,0.014641285,0.25030577,0.15442896,0.038340732,0.24768512,0.0012312117,0.36512426,0.2923641,0.05708325
870,1.0,Сигнал,-0.2892772,0.24853398,0.5035826,-0.8731858,-0.81893826,0.3195456,0.4075864,0.5672528,-0.9613533,-0.39917284,0.007972658,0.022799559,0.22252947,-0.4091137,-0.42673042,0.2107187,0.06100036,-0.049453974,-0.285566,0.040242806,0.29724985,0.22573441,0.28105313,0.4640721,0.39220783,0.10882689,0.34658605,0.6167068,0.6757873,0.43941563,0.17495614
871,1.0,Сигнал,-0.94906,-0.6316704,-1.4957402,2.151663,2.2756207,0.30207708,-0.15247159,0.5089363,0.52397656,-1.2381066,-0.9962394,-0.91428643,-1.4727042,1.8419794,1.8101217,0.10735113,-0.23362766,0.0031550294,0.8856926,-0.80525243,0.0471794,0.28261602,0.023036003,0.30968368,0.46549904,0.19472596,0.081156075,0.50578123,0.36171603,0.43285418,0.101374224
872,0.0,Фон,1.192538,0.1346032,1.0440431,-0.58948714,-0.37428668,0.2069037,0.94709253,0.31080016,0.049453,1.7631924,0.7145089,0.81363666,0.88371235,-0.80884236,-0.86843765,-0.09827556,0.022519764,-0.055886544,-0.028889108,0.5772668,0.47802913,0.67903346,0.16033071,0.21935523,0.49415097,0.30517924,0.92457277,0.3666867,0.07834211,1.1859256,0.35025913
873,1.0,Сигнал,-0.6789719,-0.2869814,-0.10522897,0.262698,0.47091138,0.1496132,0.08754317,0.6314854,0.44377035,0.29609612,-0.45491236,-0.34627247,-0.35056338,0.41288948,0.3614377,0.21568276,0.02956083,-0.03429569,0.2377195,-0.258824,0.22405952,0.059291065,0.24533442,0.15019149,0.109473675,0.06606956,0.057982337,0.6657811,0.20605084,0.5549201,0.094983384
874,0.0,Фон,0.9972308,1.9405832,1.9086951,-1.1007982,-1.1132724,-0.7007544,-2.0355809,-2.0098584,-0.45418173,1.3895155,1.7498484,1.6171796,1.5377656,-1.2851013,-1.243308,-0.8789823,-0.2516196,0.04322969,-0.074882284,0.8921075,0.75261754,0.3234036,0.37092948,0.18430305,0.13003552,0.1782279,1.7839613,2.053088,0.37929946,0.49740803,0.86802244
875,1.0,Сигнал,-0.26593992,-0.8122294,-1.0185521,1.1306745,0.81475127,0.9353147,-0.5047178,-0.17408806,-0.53807807,-0.12671396,-0.70985657,-0.72925246,-0.770095,0.8166609,0.8531966,0.24605224,-0.1352951,0.04932286,0.2247555,-0.5844753,0.44391665,0.08297694,0.24845707,0.3140136,0.038445354,0.6892625,0.36942273,0.22341092,0.7628336,0.45776132,0.18186896
876,1.0,Сигнал,-0.07691746,-0.054074064,0.7202746,-0.816555,-0.8261391,1.1702652,0.5975436,0.92558676,-1.032612,0.5031884,0.099291794,0.16541073,0.33774754,-0.5281691,-0.51890147,0.31105977,0.08594133,-0.09214254,-0.15653518,0.0945656,0.17620926,0.21948479,0.38252708,0.28838593,0.30723763,0.8592054,0.5116023,1.0177293,0.8760768,0.40862277,0.3373339
877,1.0,Сигнал,0.43728286,0.44993007,0.8015342,-1.0659485,-1.0601662,0.87041855,0.8645944,1.3651005,-0.956778,1.4589475,0.6306691,0.674996,0.7522014,-0.7310777,-0.7895958,-0.055754185,0.03352974,-0.0585367,-0.14407769,0.46187449,0.19338626,0.22506595,0.049332798,0.33487082,0.27057046,0.92617273,0.83106464,1.4236372,0.8127003,0.99707305,0.55056775
878,0.0,Фон,-0.8843517,-0.79902685,-0.6469591,1.1252291,0.82825285,-0.25554878,0.07943549,-0.49356687,-0.7619127,-0.08324946,-0.6616553,-0.66965044,-0.6088988,0.62684834,0.66186374,0.19840449,-0.09576145,0.06753171,0.058344778,-0.49126422,0.22269636,0.12937641,0.038060308,0.49838078,0.16638911,0.45395327,0.17519695,0.5610986,0.8202575,0.40801477,0.17347468
879,0.0,Фон,0.57204086,0.018017612,0.4989271,-0.5312227,-0.6173149,1.0959545,1.3007424,-0.89524853,-0.057197344,-0.097414,0.1173347,0.21976271,0.32726046,-0.5390364,-0.44379854,0.42795074,0.104209095,-0.13601273,0.076661065,0.062044855,0.45470616,0.2017451,0.17166662,0.007813692,0.17351633,0.6680038,1.1965333,0.7592358,0.13385841,0.15945886,0.28048024
880,1.0,Сигнал,-0.23802978,-0.2563496,-0.052114025,-0.5829528,-0.6461182,0.8315831,0.58090425,-0.23030062,-0.7605294,-0.5325271,-0.21930909,-0.19707346,0.024929333,-0.24237537,-0.2203114,0.32234782,0.050500747,-0.03968711,-0.13485904,-0.17285775,0.018720686,0.059276134,0.077043355,0.34057742,0.42580682,0.50923526,0.5304035,0.19061351,0.6256704,0.35966933,0.14049116
881,0.0,Фон,-0.20334071,0.08249668,-0.22246276,-0.68369037,-0.7091255,-1.0679624,0.2111509,-0.6251252,-1.0039606,-1.0747302,-0.04961345,-0.12916645,0.03932831,-0.2966947,-0.25513634,0.012454644,0.028165217,0.043931164,-0.45470104,-0.09656936,0.15372726,0.21166313,0.26179108,0.38699567,0.45398918,1.080417,0.18298568,0.6690564,0.54925954,0.9781608,0.33997455
882,0.0,Фон,-0.6202811,-0.50973123,-0.30414551,0.45164895,0.043361776,0.563968,0.21619612,-0.2732044,-0.623852,-0.13595328,-0.4736142,-0.45805857,-0.30556893,0.22782153,0.23943225,0.251617,-0.0026914962,0.023717448,-0.026877534,-0.32908967,0.14666691,0.051672667,0.0014234185,0.22382742,0.19607046,0.312351,0.21888761,0.29692185,0.5969745,0.1931364,0.07400434
883,1.0,Сигнал,-0.28093538,0.5659605,-0.0675618,-0.1549544,-0.23387039,-0.27577025,0.34451535,1.3548752,-0.6863202,1.5261729,0.11398741,0.12638897,0.31357327,-0.32111403,-0.42767063,0.03419806,0.09504722,-0.033482336,-0.29426736,0.20909382,0.3949228,0.43957156,0.38113508,0.16615963,0.19380024,0.3099683,0.24946813,1.3883575,0.39205283,1.3170791,0.45338726
884,0.0,Фон,1.7508309,4.0076346,1.8513479,-1.2227724,-1.1600778,-0.42589065,-2.7202792,3.6626256,1.5523446,2.7190464,2.400917,2.2102149,2.0798244,-1.6119425,-1.4566392,-1.3470992,-0.42107707,0.11116155,0.1453273,1.1965244,0.65008616,1.7974198,0.22847652,0.38917017,0.29656136,0.9212085,2.2992022,3.551464,1.4070172,1.522522,2.6990557
885,0.0,Фон,-0.78273404,-0.37792596,-0.5754338,0.7554952,1.3935184,0.28002653,0.1596858,0.4929976,-0.58160883,0.82445157,-0.611362,-0.56114167,-0.57565135,0.7515468,0.6853322,0.13457714,-0.0287924,0.038402878,0.16930068,-0.3560943,0.17137206,0.18321571,0.00021755695,0.0039483905,0.70818627,0.14544939,0.1884782,0.4545947,0.7509095,1.1805458,0.27853695
886,1.0,Сигнал,-0.3263946,-0.9628436,-0.9466036,1.322348,1.700454,0.38602892,0.36615872,0.16122332,-0.5185582,-0.3679873,-0.78453326,-0.7768142,-0.9715122,1.1582843,1.1177266,0.12167522,-0.16148704,0.04459191,0.3305098,-0.6108574,0.45813867,0.18602937,0.024908602,0.16406369,0.58272743,0.2643537,0.52764577,0.11663141,0.84906805,0.24287012,0.17534049
887,1.0,Сигнал,2.4362185,0.59622407,0.22319493,-0.7964075,-0.7370288,-2.5402412,-1.3856632,0.62600356,-0.8958005,0.9695673,2.0437148,1.4844341,1.3838851,-0.7957098,-0.8212271,-1.7976358,-0.45484328,0.30560276,-0.4313114,0.78971785,0.39250374,0.88821006,1.1606902,0.000697732,0.084198296,0.74260545,0.93081987,0.3204008,0.46448907,0.17984945,0.40659088
888,0.0,Фон,-0.95316947,-0.6104156,-1.4089787,1.9599894,2.1460059,-0.16861728,-0.07222913,-0.39427683,1.3445197,-0.23740122,-0.89624774,-0.65269756,-1.3697851,1.8675163,1.7964007,0.11843764,-0.12441577,-0.047360666,1.2450118,-0.62723565,0.05692172,0.042281985,0.03919363,0.09247315,0.3496052,0.28705493,0.052186638,0.34691617,0.09950793,0.38983443,0.05046866
